Timestamp,Power (mW)
2024-10-02 10:37:34.063302,2023.414634146341
2024-10-02 10:37:34.065255,1773.6585365853657
2024-10-02 10:37:34.066960,1754.1463414634145
2024-10-02 10:37:34.068559,1841.951219512195
2024-10-02 10:37:34.070194,1678.0487804878046
2024-10-02 10:37:34.071763,1722.9268292682925
2024-10-02 10:37:34.073295,1877.0731707317073
2024-10-02 10:37:34.074870,1637.0731707317073
2024-10-02 10:37:34.076388,1959.0243902439022
2024-10-02 10:37:34.077894,1728.7804878048778
2024-10-02 10:37:34.079707,1646.8292682926829
2024-10-02 10:37:34.081391,1711.2195121951218
2024-10-02 10:37:34.082977,1937.5609756097558
2024-10-02 10:37:34.084499,1617.560975609756
2024-10-02 10:37:34.086167,1736.5853658536582
2024-10-02 10:37:34.087726,1882.9268292682925
2024-10-02 10:37:34.089248,1683.9024390243899
2024-10-02 10:37:34.090811,1982.4390243902437
2024-10-02 10:37:34.092336,1668.292682926829
2024-10-02 10:37:34.093842,1761.951219512195
2024-10-02 10:37:34.095360,1719.0243902439022
2024-10-02 10:37:34.096933,1806.8292682926829
2024-10-02 10:37:34.098474,1879.0243902439024
2024-10-02 10:37:34.099966,1681.951219512195
2024-10-02 10:37:34.101520,1867.3170731707316
2024-10-02 10:37:34.103072,1627.3170731707316
2024-10-02 10:37:34.104784,1838.0487804878048
2024-10-02 10:37:34.107413,1531.7073170731705
2024-10-02 10:37:34.109964,1531.7073170731705
2024-10-02 10:37:34.112512,1381.4634146341461
2024-10-02 10:37:34.115126,1537.5609756097558
2024-10-02 10:37:34.117670,1502.4390243902437
2024-10-02 10:37:34.120278,1393.170731707317
2024-10-02 10:37:34.122948,1537.5609756097558
2024-10-02 10:37:34.125493,1463.4146341463413
2024-10-02 10:37:34.128034,1381.4634146341461
2024-10-02 10:37:34.130607,1541.4634146341461
2024-10-02 10:37:34.133144,1521.951219512195
2024-10-02 10:37:34.135728,1441.9512195121952
2024-10-02 10:37:34.138314,1551.2195121951218
2024-10-02 10:37:34.140948,1527.8048780487802
2024-10-02 10:37:34.143495,1436.0975609756097
2024-10-02 10:37:34.146023,1527.8048780487802
2024-10-02 10:37:34.148584,1533.6585365853657
2024-10-02 10:37:34.151174,1480.9756097560974
2024-10-02 10:37:34.153732,1445.853658536585
2024-10-02 10:37:34.156349,1560.9756097560974
2024-10-02 10:37:34.158959,1477.073170731707
2024-10-02 10:37:34.161537,1406.8292682926829
2024-10-02 10:37:34.164099,1537.5609756097558
2024-10-02 10:37:34.167935,1662.4390243902437
2024-10-02 10:37:34.170794,1572.6829268292681
2024-10-02 10:37:34.173410,1412.6829268292681
2024-10-02 10:37:34.175954,1525.8536585365853
2024-10-02 10:37:34.178539,1547.3170731707314
2024-10-02 10:37:34.181097,1471.2195121951218
2024-10-02 10:37:34.183631,1397.0731707317073
2024-10-02 10:37:34.186297,1642.9268292682925
2024-10-02 10:37:34.188989,1416.5853658536585
2024-10-02 10:37:34.191546,1531.7073170731705
2024-10-02 10:37:34.194071,1633.170731707317
2024-10-02 10:37:34.196701,1551.2195121951218
2024-10-02 10:37:34.200556,1697.5609756097558
2024-10-02 10:37:34.203348,1568.7804878048778
2024-10-02 10:37:34.206003,1668.292682926829
2024-10-02 10:37:34.208576,1492.6829268292681
2024-10-02 10:37:34.211203,1391.2195121951218
2024-10-02 10:37:34.213725,1586.341463414634
2024-10-02 10:37:34.216306,1531.7073170731705
2024-10-02 10:37:34.218880,1422.4390243902437
2024-10-02 10:37:34.221421,1525.8536585365853
2024-10-02 10:37:34.223961,1543.4146341463413
2024-10-02 10:37:34.226521,1508.292682926829
2024-10-02 10:37:34.229075,1406.8292682926829
2024-10-02 10:37:34.231611,1543.4146341463413
2024-10-02 10:37:34.234240,1640.9756097560974
2024-10-02 10:37:34.236826,1422.4390243902437
2024-10-02 10:37:34.239446,1557.0731707317073
2024-10-02 10:37:34.242039,1633.170731707317
2024-10-02 10:37:34.244597,1428.2926829268292
2024-10-02 10:37:34.247184,1553.170731707317
2024-10-02 10:37:34.249688,1611.7073170731705
2024-10-02 10:37:34.252253,1506.3414634146338
2024-10-02 10:37:34.254766,1438.0487804878048
2024-10-02 10:37:34.257337,1576.5853658536585
2024-10-02 10:37:34.259897,1547.3170731707314
2024-10-02 10:37:34.262398,1516.0975609756094
2024-10-02 10:37:34.264965,1438.0487804878048
2024-10-02 10:37:34.267612,1562.9268292682925
2024-10-02 10:37:34.270098,1603.90243902439
2024-10-02 10:37:34.272619,1477.073170731707
2024-10-02 10:37:34.275192,1400.9756097560976
2024-10-02 10:37:34.277653,1586.341463414634
2024-10-02 10:37:34.280164,1543.4146341463413
2024-10-02 10:37:34.282693,1543.4146341463413
2024-10-02 10:37:34.285300,1525.8536585365853
2024-10-02 10:37:34.287937,1553.170731707317
2024-10-02 10:37:34.290466,1547.3170731707314
2024-10-02 10:37:34.293018,1445.853658536585
2024-10-02 10:37:34.295547,1531.7073170731705
2024-10-02 10:37:34.298011,1603.90243902439
2024-10-02 10:37:34.300560,1543.4146341463413
2024-10-02 10:37:34.303141,1473.170731707317
2024-10-02 10:37:34.305625,1453.6585365853655
2024-10-02 10:37:34.308163,1568.7804878048778
2024-10-02 10:37:34.310624,1553.170731707317
2024-10-02 10:37:34.313133,1572.6829268292681
2024-10-02 10:37:34.315696,1480.9756097560974
2024-10-02 10:37:34.318153,1463.4146341463413
2024-10-02 10:37:34.320649,1402.9268292682925
2024-10-02 10:37:34.323281,1553.170731707317
2024-10-02 10:37:34.325880,1512.1951219512193
2024-10-02 10:37:34.328419,1400.9756097560976
2024-10-02 10:37:34.330983,1672.1951219512193
2024-10-02 10:37:34.333564,1525.8536585365853
2024-10-02 10:37:34.336098,1441.9512195121952
2024-10-02 10:37:34.338617,1533.6585365853657
2024-10-02 10:37:34.341184,1551.2195121951218
2024-10-02 10:37:34.343754,1496.5853658536582
2024-10-02 10:37:34.346295,1508.292682926829
2024-10-02 10:37:34.348836,1547.3170731707314
2024-10-02 10:37:34.351431,1537.5609756097558
2024-10-02 10:37:34.353946,1568.7804878048778
2024-10-02 10:37:34.356487,1410.7317073170732
2024-10-02 10:37:34.359102,1562.9268292682925
2024-10-02 10:37:34.361688,1527.8048780487802
2024-10-02 10:37:34.364269,1412.6829268292681
2024-10-02 10:37:34.366756,1566.8292682926829
2024-10-02 10:37:34.369341,1598.0487804878048
2024-10-02 10:37:34.371951,1453.6585365853655
2024-10-02 10:37:34.374418,1445.853658536585
2024-10-02 10:37:34.376993,1572.6829268292681
2024-10-02 10:37:34.379604,1533.6585365853657
2024-10-02 10:37:34.382091,1506.3414634146338
2024-10-02 10:37:34.384597,1410.7317073170732
2024-10-02 10:37:34.387382,1547.3170731707314
2024-10-02 10:37:34.389995,1428.2926829268292
2024-10-02 10:37:34.392519,1547.3170731707314
2024-10-02 10:37:34.395145,1533.6585365853657
2024-10-02 10:37:34.397669,1457.5609756097558
2024-10-02 10:37:34.400229,1531.7073170731705
2024-10-02 10:37:34.402823,1557.0731707317073
2024-10-02 10:37:34.405366,1492.6829268292681
2024-10-02 10:37:34.407881,1426.341463414634
2024-10-02 10:37:34.410396,1521.951219512195
2024-10-02 10:37:34.413010,1541.4634146341461
2024-10-02 10:37:34.415599,1498.5365853658534
2024-10-02 10:37:34.421088,1978.5365853658534
2024-10-02 10:37:34.424225,1586.341463414634
2024-10-02 10:37:34.426981,1447.8048780487802
2024-10-02 10:37:34.429557,1576.5853658536585
2024-10-02 10:37:34.432111,1553.170731707317
2024-10-02 10:37:34.434648,1508.292682926829
2024-10-02 10:37:34.437301,1410.7317073170732
2024-10-02 10:37:34.441593,2169.7560975609754
2024-10-02 10:37:34.445151,2072.1951219512193
2024-10-02 10:37:34.449201,2062.4390243902435
2024-10-02 10:37:34.453398,1877.0731707317073
2024-10-02 10:37:34.456734,1877.0731707317073
2024-10-02 10:37:34.460113,1968.7804878048778
2024-10-02 10:37:34.463162,1603.90243902439
2024-10-02 10:37:34.465930,1453.6585365853655
2024-10-02 10:37:34.468561,1547.3170731707314
2024-10-02 10:37:34.471160,1492.6829268292681
2024-10-02 10:37:34.473649,1480.9756097560974
2024-10-02 10:37:34.476195,1518.0487804878046
2024-10-02 10:37:34.478706,1547.3170731707314
2024-10-02 10:37:34.481328,1560.9756097560974
2024-10-02 10:37:34.483918,1391.2195121951218
2024-10-02 10:37:34.486474,1568.7804878048778
2024-10-02 10:37:34.489154,1496.5853658536582
2024-10-02 10:37:34.491868,1551.2195121951218
2024-10-02 10:37:34.494381,1553.170731707317
2024-10-02 10:37:34.496994,1445.853658536585
2024-10-02 10:37:34.499620,1566.8292682926829
2024-10-02 10:37:34.502171,1601.951219512195
2024-10-02 10:37:34.504703,1463.4146341463413
2024-10-02 10:37:34.507364,1560.9756097560974
2024-10-02 10:37:34.509906,1642.9268292682925
2024-10-02 10:37:34.514146,1719.0243902439022
2024-10-02 10:37:34.516990,1754.1463414634145
2024-10-02 10:37:34.519661,1461.4634146341461
2024-10-02 10:37:34.522156,1486.8292682926826
2024-10-02 10:37:34.524695,1537.5609756097558
2024-10-02 10:37:34.527288,1533.6585365853657
2024-10-02 10:37:34.529847,1490.731707317073
2024-10-02 10:37:34.532414,1518.0487804878046
2024-10-02 10:37:34.534942,1537.5609756097558
2024-10-02 10:37:34.537470,1568.7804878048778
2024-10-02 10:37:34.540025,1445.853658536585
2024-10-02 10:37:34.542495,1422.4390243902437
2024-10-02 10:37:34.545020,1566.8292682926829
2024-10-02 10:37:34.547566,1533.6585365853657
2024-10-02 10:37:34.550030,1613.6585365853657
2024-10-02 10:37:34.552545,1457.5609756097558
2024-10-02 10:37:34.555160,1531.7073170731705
2024-10-02 10:37:34.557648,1637.0731707317073
2024-10-02 10:37:34.560246,1531.7073170731705
2024-10-02 10:37:34.562742,1457.5609756097558
2024-10-02 10:37:34.565270,1391.2195121951218
2024-10-02 10:37:34.567820,1547.3170731707314
2024-10-02 10:37:34.570343,1543.4146341463413
2024-10-02 10:37:34.572946,1461.4634146341461
2024-10-02 10:37:34.575496,1533.6585365853657
2024-10-02 10:37:34.578027,1588.2926829268292
2024-10-02 10:37:34.580565,1518.0487804878046
2024-10-02 10:37:34.583147,1412.6829268292681
2024-10-02 10:37:34.585676,1582.4390243902437
2024-10-02 10:37:34.588318,1531.7073170731705
2024-10-02 10:37:34.590854,1451.7073170731705
2024-10-02 10:37:34.593445,1537.5609756097558
2024-10-02 10:37:34.596011,1533.6585365853657
2024-10-02 10:37:34.598490,1527.8048780487802
2024-10-02 10:37:34.601029,1441.9512195121952
2024-10-02 10:37:34.603575,1516.0975609756094
2024-10-02 10:37:34.606039,1578.5365853658534
2024-10-02 10:37:34.608567,1533.6585365853657
2024-10-02 10:37:34.611205,1486.8292682926826
2024-10-02 10:37:34.613678,1397.0731707317073
2024-10-02 10:37:34.616223,1543.4146341463413
2024-10-02 10:37:34.618741,1537.5609756097558
2024-10-02 10:37:34.621263,1496.5853658536582
2024-10-02 10:37:34.623825,1410.7317073170732
2024-10-02 10:37:34.626362,1551.2195121951218
2024-10-02 10:37:34.628991,1531.7073170731705
2024-10-02 10:37:34.631629,1397.0731707317073
2024-10-02 10:37:34.634123,1537.5609756097558
2024-10-02 10:37:34.636647,1533.6585365853657
2024-10-02 10:37:34.639219,1490.731707317073
2024-10-02 10:37:34.641685,1471.2195121951218
2024-10-02 10:37:34.644219,1387.3170731707316
2024-10-02 10:37:34.646720,1547.3170731707314
2024-10-02 10:37:34.649338,1576.5853658536585
2024-10-02 10:37:34.651898,1422.4390243902437
2024-10-02 10:37:34.654376,1512.1951219512193
2024-10-02 10:37:34.656978,1551.2195121951218
2024-10-02 10:37:34.659515,1516.0975609756094
2024-10-02 10:37:34.662013,1533.6585365853657
2024-10-02 10:37:34.664536,1391.2195121951218
2024-10-02 10:37:34.667149,1691.7073170731705
2024-10-02 10:37:34.669869,1438.0487804878048
2024-10-02 10:37:34.672504,1543.4146341463413
2024-10-02 10:37:34.675134,1480.9756097560974
2024-10-02 10:37:34.677616,1418.5365853658536
2024-10-02 10:37:34.680159,1525.8536585365853
2024-10-02 10:37:34.682695,1547.3170731707314
2024-10-02 10:37:34.685235,1572.6829268292681
2024-10-02 10:37:34.687884,1393.170731707317
2024-10-02 10:37:34.690412,1541.4634146341461
2024-10-02 10:37:34.692980,1537.5609756097558
2024-10-02 10:37:34.695522,1447.8048780487802
2024-10-02 10:37:34.698027,1418.5365853658536
2024-10-02 10:37:34.700601,1547.3170731707314
2024-10-02 10:37:34.703173,1518.0487804878046
2024-10-02 10:37:34.705662,1490.731707317073
2024-10-02 10:37:34.708191,1393.170731707317
2024-10-02 10:37:34.710648,1521.951219512195
2024-10-02 10:37:34.713161,1572.6829268292681
2024-10-02 10:37:34.715703,1533.6585365853657
2024-10-02 10:37:34.718208,1582.4390243902437
2024-10-02 10:37:34.720756,1391.2195121951218
2024-10-02 10:37:34.723368,1543.4146341463413
2024-10-02 10:37:34.725959,1578.5365853658534
2024-10-02 10:37:34.728501,1406.8292682926829
2024-10-02 10:37:34.731041,1537.5609756097558
2024-10-02 10:37:34.733554,1531.7073170731705
2024-10-02 10:37:34.736094,1508.292682926829
2024-10-02 10:37:34.738611,1436.0975609756097
2024-10-02 10:37:34.741126,1393.170731707317
2024-10-02 10:37:34.743668,1543.4146341463413
2024-10-02 10:37:34.746196,1562.9268292682925
2024-10-02 10:37:34.748716,1463.4146341463413
2024-10-02 10:37:34.751313,1518.0487804878046
2024-10-02 10:37:34.753854,1578.5365853658534
2024-10-02 10:37:34.756379,1525.8536585365853
2024-10-02 10:37:34.758895,1457.5609756097558
2024-10-02 10:37:34.761429,1412.6829268292681
2024-10-02 10:37:34.763972,1541.4634146341461
2024-10-02 10:37:34.766421,1537.5609756097558
2024-10-02 10:37:34.768985,1525.8536585365853
2024-10-02 10:37:34.771520,1426.341463414634
2024-10-02 10:37:34.774022,1402.9268292682925
2024-10-02 10:37:34.776559,1533.6585365853657
2024-10-02 10:37:34.779115,1521.951219512195
2024-10-02 10:37:34.781586,1477.073170731707
2024-10-02 10:37:34.784127,1402.9268292682925
2024-10-02 10:37:34.786712,1576.5853658536585
2024-10-02 10:37:34.789337,1502.4390243902437
2024-10-02 10:37:34.791898,1397.0731707317073
2024-10-02 10:37:34.794424,1543.4146341463413
2024-10-02 10:37:34.796979,1537.5609756097558
2024-10-02 10:37:34.799532,1473.170731707317
2024-10-02 10:37:34.802041,1463.4146341463413
2024-10-02 10:37:34.804591,1572.6829268292681
2024-10-02 10:37:34.807291,1502.4390243902437
2024-10-02 10:37:34.809870,1445.853658536585
2024-10-02 10:37:34.812409,1537.5609756097558
2024-10-02 10:37:34.814964,1596.0975609756097
2024-10-02 10:37:34.817558,1477.073170731707
2024-10-02 10:37:34.820131,1531.7073170731705
2024-10-02 10:37:34.822623,1551.2195121951218
2024-10-02 10:37:34.825142,1560.9756097560974
2024-10-02 10:37:34.827708,1441.9512195121952
2024-10-02 10:37:34.830168,1438.0487804878048
2024-10-02 10:37:34.832673,1525.8536585365853
2024-10-02 10:37:34.835279,1533.6585365853657
2024-10-02 10:37:34.837834,1502.4390243902437
2024-10-02 10:37:34.853004,1438.0487804878048
2024-10-02 10:37:34.855726,1498.5365853658534
2024-10-02 10:37:34.858274,1518.0487804878046
2024-10-02 10:37:34.860813,1537.5609756097558
2024-10-02 10:37:34.863380,1531.7073170731705
2024-10-02 10:37:34.865887,1586.341463414634
2024-10-02 10:37:34.868413,1422.4390243902437
2024-10-02 10:37:34.870925,1512.1951219512193
2024-10-02 10:37:34.873423,1557.0731707317073
2024-10-02 10:37:34.875984,1531.7073170731705
2024-10-02 10:37:34.878441,1506.3414634146338
2024-10-02 10:37:34.880972,1441.9512195121952
2024-10-02 10:37:34.883524,1533.6585365853657
2024-10-02 10:37:34.886052,1607.8048780487804
2024-10-02 10:37:34.888649,1480.9756097560974
2024-10-02 10:37:34.891277,1525.8536585365853
2024-10-02 10:37:34.893827,1572.6829268292681
2024-10-02 10:37:34.896400,1518.0487804878046
2024-10-02 10:37:34.898960,1406.8292682926829
2024-10-02 10:37:34.901496,1543.4146341463413
2024-10-02 10:37:34.904019,1537.5609756097558
2024-10-02 10:37:34.906542,1516.0975609756094
2024-10-02 10:37:34.909083,1426.341463414634
2024-10-02 10:37:34.911610,1516.0975609756094
2024-10-02 10:37:34.914081,1623.4146341463413
2024-10-02 10:37:34.916626,1531.7073170731705
2024-10-02 10:37:34.919304,1400.9756097560976
2024-10-02 10:37:34.921837,1603.90243902439
2024-10-02 10:37:34.924371,1537.5609756097558
2024-10-02 10:37:34.926886,1498.5365853658534
2024-10-02 10:37:34.929436,1451.7073170731705
2024-10-02 10:37:34.931992,1537.5609756097558
2024-10-02 10:37:34.934450,1533.6585365853657
2024-10-02 10:37:34.936990,1531.7073170731705
2024-10-02 10:37:34.939532,1453.6585365853655
2024-10-02 10:37:34.942016,1436.0975609756097
2024-10-02 10:37:34.944518,1525.8536585365853
2024-10-02 10:37:34.947064,1541.4634146341461
2024-10-02 10:37:34.949582,1521.951219512195
2024-10-02 10:37:34.952096,1445.853658536585
2024-10-02 10:37:34.954611,1402.9268292682925
2024-10-02 10:37:34.957133,1541.4634146341461
2024-10-02 10:37:34.959656,1531.7073170731705
2024-10-02 10:37:34.962245,1560.9756097560974
2024-10-02 10:37:34.964788,1391.2195121951218
2024-10-02 10:37:34.967376,1541.4634146341461
2024-10-02 10:37:34.969887,1617.560975609756
2024-10-02 10:37:34.972411,1457.5609756097558
2024-10-02 10:37:34.974950,1393.170731707317
2024-10-02 10:37:34.977456,1531.7073170731705
2024-10-02 10:37:34.980007,1531.7073170731705
2024-10-02 10:37:34.982465,1525.8536585365853
2024-10-02 10:37:34.985019,1496.5853658536582
2024-10-02 10:37:34.987682,1551.2195121951218
2024-10-02 10:37:34.990166,1551.2195121951218
2024-10-02 10:37:34.992656,1508.292682926829
2024-10-02 10:37:34.995276,1445.853658536585
2024-10-02 10:37:34.997821,1566.8292682926829
2024-10-02 10:37:35.000372,1541.4634146341461
2024-10-02 10:37:35.002899,1467.3170731707314
2024-10-02 10:37:35.005415,1400.9756097560976
2024-10-02 10:37:35.007943,1533.6585365853657
2024-10-02 10:37:35.010482,1543.4146341463413
2024-10-02 10:37:35.013041,1482.9268292682925
2024-10-02 10:37:35.015576,1451.7073170731705
2024-10-02 10:37:35.018124,1693.6585365853655
2024-10-02 10:37:35.020760,1521.951219512195
2024-10-02 10:37:35.023358,1402.9268292682925
2024-10-02 10:37:35.025877,1621.4634146341461
2024-10-02 10:37:35.028444,1531.7073170731705
2024-10-02 10:37:35.030990,1477.073170731707
2024-10-02 10:37:35.033519,1447.8048780487802
2024-10-02 10:37:35.036072,1543.4146341463413
2024-10-02 10:37:35.038545,1547.3170731707314
2024-10-02 10:37:35.041065,1543.4146341463413
2024-10-02 10:37:35.043619,1445.853658536585
2024-10-02 10:37:35.046092,1461.4634146341461
2024-10-02 10:37:35.048601,1531.7073170731705
2024-10-02 10:37:35.051196,1533.6585365853657
2024-10-02 10:37:35.053667,1506.3414634146338
2024-10-02 10:37:35.056170,1441.9512195121952
2024-10-02 10:37:35.058707,1391.2195121951218
2024-10-02 10:37:35.061246,1533.6585365853657
2024-10-02 10:37:35.063779,1537.5609756097558
2024-10-02 10:37:35.066290,1557.0731707317073
2024-10-02 10:37:35.068846,1387.3170731707316
2024-10-02 10:37:35.071443,1543.4146341463413
2024-10-02 10:37:35.073969,1662.4390243902437
2024-10-02 10:37:35.076519,1438.0487804878048
2024-10-02 10:37:35.079118,1537.5609756097558
2024-10-02 10:37:35.081590,1572.6829268292681
2024-10-02 10:37:35.084148,1592.1951219512193
2024-10-02 10:37:35.086699,1438.0487804878048
2024-10-02 10:37:35.089282,1562.9268292682925
2024-10-02 10:37:35.091855,1543.4146341463413
2024-10-02 10:37:35.094326,1525.8536585365853
2024-10-02 10:37:35.096924,1445.853658536585
2024-10-02 10:37:35.099533,1557.0731707317073
2024-10-02 10:37:35.102032,1586.341463414634
2024-10-02 10:37:35.104559,1482.9268292682925
2024-10-02 10:37:35.107144,1387.3170731707316
2024-10-02 10:37:35.109631,1566.8292682926829
2024-10-02 10:37:35.112149,1537.5609756097558
2024-10-02 10:37:35.114664,1525.8536585365853
2024-10-02 10:37:35.117194,1463.4146341463413
2024-10-02 10:37:35.119733,1518.0487804878046
2024-10-02 10:37:35.122266,1557.0731707317073
2024-10-02 10:37:35.124823,1521.951219512195
2024-10-02 10:37:35.127512,1508.292682926829
2024-10-02 10:37:35.130025,1621.4634146341461
2024-10-02 10:37:35.132563,1521.951219512195
2024-10-02 10:37:35.135128,1432.1951219512196
2024-10-02 10:37:35.137598,1426.341463414634
2024-10-02 10:37:35.140148,1527.8048780487802
2024-10-02 10:37:35.142615,1533.6585365853657
2024-10-02 10:37:35.145180,1531.7073170731705
2024-10-02 10:37:35.147754,1400.9756097560976
2024-10-02 10:37:35.150226,1410.7317073170732
2024-10-02 10:37:35.152737,1527.8048780487802
2024-10-02 10:37:35.155327,1516.0975609756094
2024-10-02 10:37:35.157856,1457.5609756097558
2024-10-02 10:37:35.160416,1381.4634146341461
2024-10-02 10:37:35.162969,1533.6585365853657
2024-10-02 10:37:35.165525,1498.5365853658534
2024-10-02 10:37:35.168063,1412.6829268292681
2024-10-02 10:37:35.170598,1516.0975609756094
2024-10-02 10:37:35.173140,1525.8536585365853
2024-10-02 10:37:35.177728,1457.5609756097558
2024-10-02 10:37:35.180451,1516.0975609756094
2024-10-02 10:37:35.183021,1410.7317073170732
2024-10-02 10:37:35.185660,1808.7804878048778
2024-10-02 10:37:35.188320,1461.4634146341461
2024-10-02 10:37:35.190868,1381.4634146341461
2024-10-02 10:37:35.193418,1560.9756097560974
2024-10-02 10:37:35.195979,1518.0487804878046
2024-10-02 10:37:35.198460,1467.3170731707314
2024-10-02 10:37:35.200995,1400.9756097560976
2024-10-02 10:37:35.203562,1533.6585365853657
2024-10-02 10:37:35.206027,1566.8292682926829
2024-10-02 10:37:35.208534,1527.8048780487802
2024-10-02 10:37:35.211137,1410.7317073170732
2024-10-02 10:37:35.213616,1391.2195121951218
2024-10-02 10:37:35.216124,1541.4634146341461
2024-10-02 10:37:35.218631,1547.3170731707314
2024-10-02 10:37:35.221163,1496.5853658536582
2024-10-02 10:37:35.223772,1387.3170731707316
2024-10-02 10:37:35.226282,1543.4146341463413
2024-10-02 10:37:35.228822,1533.6585365853657
2024-10-02 10:37:35.231401,1451.7073170731705
2024-10-02 10:37:35.233914,1428.2926829268292
2024-10-02 10:37:35.236459,1533.6585365853657
2024-10-02 10:37:35.238992,1531.7073170731705
2024-10-02 10:37:35.241508,1525.8536585365853
2024-10-02 10:37:35.244062,1406.8292682926829
2024-10-02 10:37:35.246530,1512.1951219512193
2024-10-02 10:37:35.249033,1560.9756097560974
2024-10-02 10:37:35.251578,1527.8048780487802
2024-10-02 10:37:35.254034,1541.4634146341461
2024-10-02 10:37:35.256775,1547.3170731707314
2024-10-02 10:37:35.259407,1518.0487804878046
2024-10-02 10:37:35.261922,1467.3170731707314
2024-10-02 10:37:35.264405,1391.2195121951218
2024-10-02 10:37:35.266907,1533.6585365853657
2024-10-02 10:37:35.269423,1533.6585365853657
2024-10-02 10:37:35.271942,1527.8048780487802
2024-10-02 10:37:35.274447,1471.2195121951218
2024-10-02 10:37:35.277004,1393.170731707317
2024-10-02 10:37:35.279536,1537.5609756097558
2024-10-02 10:37:35.282013,1613.6585365853657
2024-10-02 10:37:35.284544,1506.3414634146338
2024-10-02 10:37:35.287203,1525.8536585365853
2024-10-02 10:37:35.289680,1621.4634146341461
2024-10-02 10:37:35.292234,1537.5609756097558
2024-10-02 10:37:35.294700,1512.1951219512193
2024-10-02 10:37:35.297285,1436.0975609756097
2024-10-02 10:37:35.299869,1543.4146341463413
2024-10-02 10:37:35.302336,1541.4634146341461
2024-10-02 10:37:35.304842,1527.8048780487802
2024-10-02 10:37:35.307439,1412.6829268292681
2024-10-02 10:37:35.309966,1543.4146341463413
2024-10-02 10:37:35.312474,1533.6585365853657
2024-10-02 10:37:35.315005,1527.8048780487802
2024-10-02 10:37:35.317533,1453.6585365853655
2024-10-02 10:37:35.320058,1387.3170731707316
2024-10-02 10:37:35.322584,1541.4634146341461
2024-10-02 10:37:35.325113,1531.7073170731705
2024-10-02 10:37:35.327633,1486.8292682926826
2024-10-02 10:37:35.330102,1541.4634146341461
2024-10-02 10:37:35.332639,1391.2195121951218
2024-10-02 10:37:35.335236,1537.5609756097558
2024-10-02 10:37:35.337702,1543.4146341463413
2024-10-02 10:37:35.340252,1457.5609756097558
2024-10-02 10:37:35.342720,1412.6829268292681
2024-10-02 10:37:35.345276,1562.9268292682925
2024-10-02 10:37:35.347854,1533.6585365853657
2024-10-02 10:37:35.350326,1531.7073170731705
2024-10-02 10:37:35.352832,1438.0487804878048
2024-10-02 10:37:35.355425,1531.7073170731705
2024-10-02 10:37:35.357956,1582.4390243902437
2024-10-02 10:37:35.360464,1518.0487804878046
2024-10-02 10:37:35.363001,1451.7073170731705
2024-10-02 10:37:35.365535,1383.4146341463413
2024-10-02 10:37:35.368063,1543.4146341463413
2024-10-02 10:37:35.370617,1543.4146341463413
2024-10-02 10:37:35.373164,1445.853658536585
2024-10-02 10:37:35.375697,1387.3170731707316
2024-10-02 10:37:35.378158,1541.4634146341461
2024-10-02 10:37:35.380689,1541.4634146341461
2024-10-02 10:37:35.383340,1447.8048780487802
2024-10-02 10:37:35.385947,1611.7073170731705
2024-10-02 10:37:35.388569,1527.8048780487802
2024-10-02 10:37:35.391172,1412.6829268292681
2024-10-02 10:37:35.393650,1432.1951219512196
2024-10-02 10:37:35.396230,1541.4634146341461
2024-10-02 10:37:35.398698,1527.8048780487802
2024-10-02 10:37:35.401240,1508.292682926829
2024-10-02 10:37:35.403809,1391.2195121951218
2024-10-02 10:37:35.406284,1543.4146341463413
2024-10-02 10:37:35.408916,1537.5609756097558
2024-10-02 10:37:35.411488,1426.341463414634
2024-10-02 10:37:35.413997,1516.0975609756094
2024-10-02 10:37:35.416502,1533.6585365853657
2024-10-02 10:37:35.419031,1531.7073170731705
2024-10-02 10:37:35.421557,1473.170731707317
2024-10-02 10:37:35.424077,1410.7317073170732
2024-10-02 10:37:35.426590,1533.6585365853657
2024-10-02 10:37:35.429122,1531.7073170731705
2024-10-02 10:37:35.431648,1518.0487804878046
2024-10-02 10:37:35.434158,1537.5609756097558
2024-10-02 10:37:35.436692,1391.2195121951218
2024-10-02 10:37:35.439337,1586.341463414634
2024-10-02 10:37:35.441871,1560.9756097560974
2024-10-02 10:37:35.444405,1412.6829268292681
2024-10-02 10:37:35.446912,1525.8536585365853
2024-10-02 10:37:35.449415,1562.9268292682925
2024-10-02 10:37:35.451972,1531.7073170731705
